,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Triệu đồng
5275,Quận Bắc Từ Liêm,Phường Phú Diễn,"Nhà ngõ, hẻm",Đã có sổ,4,3,40.0,6.0,6.0,3500.0
5276,Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4,3,55.0,7.0,7.0,5600.099999999999
5277,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,3,39.0,10.0,3.0,2790.0600000000004
5278,Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4,4,44.0,12.0,3.0,2999.92
5279,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,35.0,7.0,5.0,319.90000000000003
5280,Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,4,36.0,8.0,4.0,2679.84
5281,Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,4,38.0,12.0,3.5,2699.9
5282,Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,4,52.0,12.0,4.0,6100.12
5283,Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,3,3,34.0,10.0,3.0,2099.84
5284,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,10.0,3.0,2199.9
5285,Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,7,65.0,5.0,4.0,7800.0
5286,Huyện Hoài Đức,Xã La Phù,"Nhà ngõ, hẻm",Đã có sổ,2,2,32.0,11.0,3.0,1110.08
5287,Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,4,3,20.0,5.0,4.0,1820.0
5288,Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,9.0,3.0,1599.8999999999999
5289,Quận Ba Đình,Phường Điện Biên,"Nhà ngõ, hẻm",Đã có sổ,3,2,26.0,6.0,4.0,4099.94
5290,Quận Ba Đình,Phường Thành Công,"Nhà ngõ, hẻm",Đã có sổ,1,1,36.0,12.0,3.0,7679.88
5291,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,55.0,13.0,4.0,5000.05
5292,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,56.0,14.0,4.0,5499.759999999999
5293,Quận Hai Bà Trưng,Phường Trương Định,Nhà phố liền kề,Đã có sổ,4,3,30.0,8.0,4.0,2499.9
5294,Quận Thanh Xuân,Phường Phương Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,40.0,10.0,4.0,2400.0
5295,Huyện Thường Tín,Xã Văn Bình,"Nhà ngõ, hẻm",Đang chờ sổ,1,2,72.0,68.0,4.0,1200.2400000000002
5296,Quận Tây Hồ,Phường Phú Thượng,Nhà phố liền kề,Đã có sổ,4,4,117.0,18.0,5.0,11499.93
5297,Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,3,4,32.0,8.0,4.0,2350.08
5298,Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,30.0,6.0,5.0,2199.9
5299,Quận Nam Từ Liêm,Phường Cầu Diễn,"Nhà ngõ, hẻm",Đã có sổ,2,4,105.0,14.0,8.0,7000.35
5300,Quận Tây Hồ,Phường Thụy Khuê,Nhà phố liền kề,Đã có sổ,5,7,52.0,15.0,4.0,6700.2
5301,Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,10.0,3.0,2370.0
5302,Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,40.0,11.3,3.5,2280.0
5303,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,40.0,10.0,4.0,3100.0
5304,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,3,3,31.0,10.0,3.0,2500.15
5305,Quận Bắc Từ Liêm,Phường Đức Thắng,"Nhà ngõ, hẻm",Đã có sổ,2,2,40.0,10.0,4.0,1200.0
5306,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,56.0,16.9,3.3,5900.16
5307,Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5,4,70.0,23.0,3.0,3700.2
5308,Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,4,4,55.0,12.0,4.0,5799.75
5309,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4,50.0,14.0,3.0,3200.0
5310,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,5,3,38.0,11.0,3.5,2699.9
5311,Quận Nam Từ Liêm,Phường Mễ Trì,"Nhà ngõ, hẻm",Đã có sổ,5,4,35.0,6.0,5.0,3500.0
5312,Quận Đống Đa,Phường Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,3,3,70.0,13.0,5.0,5100.2
5313,Quận Cầu Giấy,Phường Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,54.0,13.0,4.0,7560.0
5314,Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3,38.0,10.0,4.0,2699.9
5315,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3,40.0,10.0,4.0,7800.0
5316,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,5,3,38.0,10.0,4.0,2699.9
5317,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,4,42.0,10.0,3.0,3850.14
5318,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,5,4,32.0,9.0,3.0,3200.0
5319,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,3,6,93.0,9.0,10.0,4999.679999999999
5320,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Giấy tờ khác,4,3,30.0,10.0,3.0,1550.1000000000001
5321,Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4,39.0,10.0,3.0,2900.04
5322,Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,38.0,8.0,4.0,3000.1
5323,Quận Ba Đình,Phường Phúc Xá,Nhà biệt thự,Đã có sổ,5,4,45.0,11.0,4.0,5899.950000000001
5324,Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,4,3,35.0,7.0,5.0,2900.1
5325,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,6,9,50.0,11.0,4.0,5300.0
5326,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,4,48.0,12.0,4.0,7100.16
5327,Quận Tây Hồ,Phường Thụy Khuê,"Nhà mặt phố, mặt tiền",Đã có sổ,7,4,22.0,4.0,4.0,7899.98
5328,Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,55.0,14.0,4.0,4500.099999999999
5329,Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,5,2,18.0,5.0,3.6,2449.9800000000005
5330,Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,5500.0
5331,Quận Hai Bà Trưng,Phường Đồng Nhân,"Nhà ngõ, hẻm",Đã có sổ,5,6,75.0,17.0,4.0,8000.25
5332,Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,8.0,4.0,1700.1000000000001
5333,Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,6,3,20.0,7.0,3.0,1650.0
5334,Quận Đống Đa,Phường Văn Chương,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,34.0,12.0,3.0,2200.14
5335,Quận Tây Hồ,Phường Nhật Tân,"Nhà ngõ, hẻm",Đã có sổ,6,5,46.0,12.0,4.0,7100.099999999999
5336,Quận Đống Đa,Phường Ngã Tư Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,55.0,19.0,3.0,7200.05
5337,Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,4,4,4.0,9.5,4.3,3400.0
5338,Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,11.5,3.5,3100.0
5339,Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,40.0,10.0,4.0,4200.0
5340,Quận Hoàng Mai,Phường Đại Kim,"Nhà mặt phố, mặt tiền",Đã có sổ,2,1,36.0,9.0,4.5,3750.12
5341,Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,3,2,19.0,5.4,3.5,1299.98
5342,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,33.0,10.0,3.3,2800.0499999999997
5343,Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,10.0,3.5,2999.85
5344,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,3,40.0,10.0,4.0,3000.0
5345,Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4,42.0,12.0,35.0,2850.12
5346,Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,3,3,42.0,10.0,3.2,2000.04
5347,Quận Hoàng Mai,Phường Tân Mai,Nhà phố liền kề,Đã có sổ,5,3,42.0,11.0,4.0,3900.12
5348,Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,3,3,32.0,5.3,6.0,2500.16
5349,Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,60.0,15.0,4.0,4699.8
5350,Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,4,4,45.0,9.0,5.0,2799.9
5351,Quận Thanh Xuân,Phường Hạ Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,54.0,9.0,6.0,5950.26
5352,Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5,4,45.0,11.0,4.0,4549.95
5353,Quận Hà Đông,Phường La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,100.0,17.0,6.0,6500.0
5354,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,3,3,65.0,16.0,4.0,3649.75
5355,Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,4,42.0,10.0,4.0,2599.7999999999997
5356,Quận Nam Từ Liêm,Phường Tây Mỗ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,30.0,6.0,4.0,2250.0
5357,Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,2,2,75.0,18.0,4.0,3000.0
5358,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,3,3,50.0,7.0,6.0,5500.0
5359,Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4,4,37.0,10.0,3.0,3499.83
5360,Quận Hoàng Mai,Phường Tân Mai,Nhà phố liền kề,Đã có sổ,5,6,45.0,9.0,5.0,4599.9
5361,Quận Hai Bà Trưng,Phường Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,6.0,7.0,3200.0
5362,Quận Hoàng Mai,Phường Đại Kim,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,44.0,11.0,4.0,5500.0
5363,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,5,5,38.0,10.0,4.0,3299.92
5364,Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,56.0,14.0,4.0,5499.759999999999
5365,Quận Tây Hồ,Phường Yên Phụ,"Nhà ngõ, hẻm",Đã có sổ,5,5,45.0,11.0,4.0,3900.15
5366,Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,45.0,9.0,5.4,6700.049999999999
5367,Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,36.0,9.0,3.0,4250.16
5368,Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,7,10,85.0,21.0,4.0,7200.349999999999
5369,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4,3,50.0,10.0,5.0,4990.0
5370,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,3,3,58.0,15.0,4.0,5899.76
5371,Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,4,8,55.0,11.0,5.0,8350.1
5372,Quận Hà Đông,Phường Biên Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,2,5,88.0,17.0,5.0,2899.6000000000004
5373,Quận Hoàng Mai,Phường Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,5,3,33.0,10.0,3.3,2749.89
5374,Quận Tây Hồ,Phường Quảng An,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,50.0,12.0,4.0,9000.0
5375,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,11.0,3.0,3600.0
5376,Quận Tây Hồ,Phường Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,48.0,12.0,4.0,11000.16
5377,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,3,50.0,10.0,5.0,6200.0
5378,Quận Đống Đa,Phường Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,4,4,67.0,10.0,3.0,5800.19
5379,Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,8.0,4.0,3300.0
5380,Quận Hoàng Mai,Phường Yên Sở,Nhà phố liền kề,Đã có sổ,4,3,120.0,20.0,6.0,2550.0
5381,Quận Đống Đa,Phường Nam Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,24.0,4.0,5.0,4350.0
5382,Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,4,3,42.0,12.0,4.0,2700.1800000000003
5383,Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4,66.0,16.5,4.0,5899.74
5384,Huyện Hoài Đức,Xã Kim Chung,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,35.0,10.0,3.53,2749.95
5385,Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,4,32.0,6.0,6.0,5900.16
5386,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,5,33.0,8.0,5.0,3149.85
5387,Quận Ba Đình,Phường Ngọc Hà,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,31.0,10.0,3.0,2559.98
5388,Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,5,8,48.0,10.0,5.0,7200.0
5389,Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,8,45.0,11.0,4.0,3299.85
5390,Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,4,3,35.0,10.0,3.0,1850.1
5391,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3,35.0,9.0,4.0,1750.0
5392,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,3,40.0,9.0,3.0,2900.0
5393,Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,30.0,6.0,5.0,3300.0
5394,Quận Đống Đa,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,30.0,7.0,4.0,5900.099999999999
5395,Quận Tây Hồ,Phường Nhật Tân,Nhà biệt thự,Đã có sổ,4,6,200.0,20.0,10.0,2000.0
5396,Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,9.0,3.0,2499.9
5397,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,24.0,7.0,3.0,1399.92
5398,Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,3,3,55.0,11.0,5.0,4500.099999999999
5399,Quận Long Biên,Phường Gia Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,32.0,8.0,4.0,3500.16
5400,Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,5,3,23.0,7.0,3.0,2290.1099999999997
5401,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,6,45.0,14.0,3.3,4199.85
5402,Quận Thanh Xuân,Phường Khương Trung,Nhà biệt thự,Đã có sổ,5,5,70.0,14.0,5.0,6899.9
5403,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,8.0,3.0,1900.0
5404,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,2,32.0,10.0,3.0,2649.92
5405,Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,9.0,3.0,2600.15
5406,Huyện Thanh Oai,Xã Bích Hòa,"Nhà ngõ, hẻm",Đã có sổ,3,3,32.0,10.0,3.0,1200.0
5407,Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,6,4,50.0,10.0,5.0,3800.0
5408,Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,4,2,32.0,10.0,3.0,2600.0
5409,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,45.0,10.0,4.0,5599.8
5410,Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4,3,32.0,8.0,4.0,2400.0
5411,Quận Hai Bà Trưng,Phường Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,3,2,50.0,15.0,3.0,2750.0
5412,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4,2,33.0,4.0,9.0,2949.87
5413,Quận Hoàng Mai,Phường Thanh Trì,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,36.0,10.0,4.0,3999.96
5414,Huyện Gia Lâm,Xã Đông Dư,"Nhà ngõ, hẻm",Đã có sổ,4,4,33.0,9.0,4.0,1919.94
5415,Quận Hai Bà Trưng,Phường Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,49.0,21.0,3.0,7799.820000000001
5416,Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5,6,47.0,11.0,4.0,4499.78
5417,Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,3,2,23.0,8.0,3.0,1250.05
5418,Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,2,2,62.0,12.0,4.8,3199.82
5419,Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3,35.0,10.0,3.2,2480.1
5420,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,5,59.0,11.0,5.0,3800.1899999999996
5421,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,6,5,40.0,8.0,3.0,8500.0
5422,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4,4,47.0,6.8,7.0,4300.03
5423,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,3,3,78.0,15.0,5.4,2850.12
5424,Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,33.0,15.0,15.0,3499.98
5425,Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,4,5,45.0,11.0,4.0,4950.0
5426,Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,5,4,35.0,6.0,6.0,3399.9
5427,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,3,2,37.0,10.0,3.0,3499.83
5428,Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,2,15.0,5.0,4.0,1489.95
5429,Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,30.0,6.0,5.0,2499.9
5430,Quận Long Biên,Phường Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,5,4,42.0,15.0,5.0,2850.12
5431,Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,4,4,30.0,9.0,3.3,1830.0
5432,Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,4,4,44.0,11.0,3.0,4700.08
5433,Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,3,3,55.0,11.0,5.0,3500.2
5434,Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,2,1,24.0,6.0,4.0,1399.92
5435,Huyện Thanh Trì,Xã Thanh Liệt,"Nhà ngõ, hẻm",Đã có sổ,3,4,40.0,7.0,5.0,2800.0
5436,Quận Hai Bà Trưng,Phường Phạm Đình Hổ,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,10.0,3.0,3000.0
5437,Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,72.0,15.0,5.0,11000.16
5438,Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,2,2,31.0,15.0,15.0,2550.06
5439,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3,31.0,8.0,3.6,2750.0099999999998
5440,Quận Thanh Xuân,Phường Phương Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,37.0,11.0,3.0,2999.96
5441,Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,30.0,8.0,3.0,2649.9
5442,Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,5,3,50.0,12.0,4.0,5000.0
5443,Quận Ba Đình,Phường Giảng Võ,"Nhà ngõ, hẻm",Đã có sổ,5,6,66.0,12.0,4.0,6349.86
5444,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,3,3,46.0,10.0,4.6,3000.12
5445,Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5,3,60.0,10.0,6.0,4000.2000000000003
5446,Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,4,33.0,7.0,4.0,2300.1
5447,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,48.0,8.0,6.0,6099.84
5448,Quận Long Biên,Phường Phúc Lợi,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,6.0,5.0,1899.8999999999999
5449,Quận Nam Từ Liêm,Phường Đại Mỗ,"Nhà ngõ, hẻm",Đã có sổ,1,2,39.0,7.0,5.0,1799.85
5450,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,4,4,53.0,13.0,4.0,3999.91
5451,Quận Hà Đông,Phường Quang Trung,Nhà phố liền kề,Đã có sổ,3,4,100.0,17.0,6.0,6.5
5452,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,8.5,3.5,2799.9
5453,Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,45.0,9.0,5.0,4300.2
5454,Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4,4,45.0,5.0,8.0,4999.95
5455,Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,4,34.0,9.0,3.0,3000.16
5456,Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,3,33.0,7.0,5.0,2700.06
5457,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,3,3,32.0,9.0,3.0,1350.08
5458,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,4,35.0,7.0,5.0,5799.85
5459,Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,9.0,3.0,2249.92
5460,Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,4,4,50.0,18.0,3.6,3800.0
5461,Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,4,38.0,9.5,4.0,2280.0
5462,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,4,45.0,9.0,5.0,9499.95
5463,Quận Thanh Xuân,Phường Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,4,5,50.0,10.0,5.0,3200.0
5464,Quận Đống Đa,Phường Nam Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,25.0,5.0,5.0,4300.0
5465,Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,34.0,8.5,4.0,3000.16
5466,Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,3,36.0,7.0,5.0,2400.12
5467,Quận Hà Đông,Phường Phú La,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,90.0,18.0,5.0,5799.599999999999
5468,Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,4,30.0,7.0,4.0,2499.9
5469,Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,3,2,23.0,7.0,3.0,2500.1
5470,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,4,4,45.0,9.0,5.0,4099.95
5471,Quận Hà Đông,Phường Quang Trung,Nhà phố liền kề,Đã có sổ,5,6,45.0,11.0,4.0,4300.2
